project_id,technology,original_dataset_id,load_area,capacity_limit,capacity_limit_conversion,connect_cost_per_mw,location_id
6739,Central_PV,13250,WY_SE,18.3330240945053,44.4378875084901,17730.300405484,8732
21935,CSP_Trough_No_Storage,13250,WY_SE,18.3330240945053,52.4987933350295,17730.300405484,8732
14337,CSP_Trough_6h_Storage,13250,WY_SE,18.3330240945053,31.4774974514623,17730.300405484,8732
24900,CSP_Trough_No_Storage,19384,WY_SE,6.94728434210205,52.4987933350295,20012.0517000973,8733
9704,Central_PV,19384,WY_SE,6.94728434210205,44.4591999463519,20012.0517000973,8733
17302,CSP_Trough_6h_Storage,19384,WY_SE,6.94728434210205,31.4774974514623,20012.0517000973,8733
14500,CSP_Trough_6h_Storage,13455,WY_SE,40.897547510994,30.3843051415072,9979.22005445274,8734
22098,CSP_Trough_No_Storage,13455,WY_SE,40.897547510994,50.8398981191728,9979.22005445274,8734
6902,Central_PV,13455,WY_SE,40.897547510994,44.7584539029057,9979.22005445274,8734
4513,Central_PV,4926,MT_SE,11.2909186555328,45.3753882597884,1090.59778205169,8735
19709,CSP_Trough_No_Storage,4926,MT_SE,11.2909186555328,48.7720201304819,1090.59778205169,8735
12111,CSP_Trough_6h_Storage,4926,MT_SE,11.2909186555328,29.2414388621283,1090.59778205169,8735
